month,NDSI
1989-01,-0.4026640249477969
1989-02,-0.4096381220385174
1989-03,-0.1352245403392797
1989-04,-0.3681981184814489
1989-05,-0.0711802574799741
1989-06,-0.1310401612619537
1989-07,-0.1981333043007408
1989-08,-0.2013103714416744
1989-09,-0.2470426742219278
1989-10,-0.2630713047015823
1989-11,-0.3662074258197346
1989-12,-0.3343076365064379
1990-02,-0.3862430220129477
1990-03,-0.3877424419409844
1990-05,-0.3616739894705745
1990-06,-0.325462853878091
1990-07,-0.2543453508357348
1990-08,-0.2929469153897766
1990-09,-0.2397483504831219
1990-10,-0.2059892927312353
1990-11,-0.3109961598597023
1990-12,-0.340656337810063
1991-01,-0.3031295155475138
1991-02,-0.3942612565134549
1991-03,-0.3658443402701683
1991-04,-0.1639548743200894
1991-05,-0.2023731681212885
1991-06,-0.010040416849603
1991-07,0.0114242879338144
1991-08,0.24893682411904
1991-09,-0.1797458791060105
1991-10,-0.3160480058005172
1991-11,-0.0206116092842773
1991-12,0.1673000469880663
1992-01,-0.2474488443015276
1992-02,-0.2229836704285935
1992-03,-0.3620685477663225
1992-04,-0.2302596759950841
1992-05,-0.1564578648229738
1992-06,-0.2277573905684089
1992-07,-0.1388408499751416
1992-08,-0.0982304911244659
1992-09,-0.0624685629657202
1992-10,-0.0333135547230449
1992-11,0.0556943015284464
1992-12,0.0026206708245982
1993-01,-0.2384345259927357
1993-02,-0.1197271295019728
1993-03,-0.3701869553952259
1993-04,-0.3661418776016666
1993-05,-0.1375519094183032
1993-06,-0.2462583798730757
1993-07,-0.1931966047667425
1993-08,-0.2923132764317387
1993-09,-0.1540603741986833
1993-10,-0.2394647737082009
1993-11,-0.318137146164046
1993-12,-0.2208730946027236
1994-01,-0.2644481410168298
1994-02,-0.1750498327114387
1994-03,-0.1238723819717758
1994-04,-0.298706417923608
1994-05,-0.0328356428000931
1994-06,0.0093030927314292
1994-07,-0.1497349649023762
1994-08,-0.1567114625692214
1994-09,-0.2334250351839975
1994-10,-0.1403613001149224
1994-11,-0.3603971384841287
1994-12,-0.271771920392838
1995-01,-0.214580683346966
1995-02,-0.2662183041609892
1995-03,-0.2657419778782459
1995-04,-0.1933673392312707
1995-05,-0.2463520642986511
1995-06,-0.0987866581317446
1995-07,-0.0990254210470209
1995-08,-0.1502228577827151
1995-09,-0.114768327624604
1995-10,-0.2585267725414782
1995-11,-0.3942606170721115
1995-12,-0.2243904251986803
1996-01,-0.3370739001943463
1996-02,-0.3900373462828946
1996-03,-0.2029406369124027
1996-04,-0.3226815636129003
1996-05,-0.3782815621805846
1996-06,-0.012919900467426
1996-07,-0.1548462282124645
1996-08,-0.1496942942244341
1996-09,0.2673358819571166
1996-10,-0.2857217809619621
1996-11,-0.2805973044118589
1996-12,-0.3148064806773609
1997-01,-0.3305149957870433
1997-02,-0.3593598829799155
1997-03,-0.369311520038079
1997-05,-0.2488486517045561
1997-07,-0.3185976439307235
1997-08,-0.1943001016381101
1997-09,-0.2718252308635876
1997-10,-0.2107025751739717
1997-11,-0.3084662714953677
1997-12,-0.395286981299972
1998-01,-0.3335256785328691
1998-02,-0.3850794301827946
1998-03,-0.4032335104361002
1998-04,-0.3240512650600309
1998-05,-0.3712575801978047
1998-06,0.0307993262260808
1998-07,-0.1791356688228588
1998-08,-0.0137654129207568
1998-09,-0.0324802054964519
1998-10,-0.1799511448475151
1998-12,-0.3766545278745407
1999-01,-0.3889858752304036
1999-02,-0.3891437526479639
1999-03,-0.3717844210494476
1999-04,-0.3466638223266101
1999-05,-0.3820016904315167
1999-06,-0.2862806410323177
1999-07,-0.2721626555330378
1999-08,-0.157848072673087
1999-09,0.062256736741369
1999-10,-0.3544459907478818
1999-11,-0.3304642164525569
1999-07,-0.2671009916430035
1999-08,0.3150512463834025
1999-09,-0.1366153336834306
1999-10,-0.2169672850067518
1999-11,-0.2612350707521859
1999-12,-0.3383635314064039
2000-01,-0.3647631050025091
2000-02,-0.1205733169522068
2000-03,-0.1506735326746459
2000-04,-0.3800100522813903
2000-05,-0.3899355110364156
2000-06,-0.2636968419669709
2000-07,-0.1288273349172881
2000-08,-0.2746673821187548
2000-09,-0.1893157810410683
2000-10,-0.0860256481486951
2000-11,-0.2828479496388609
2000-12,-0.4039998333887837
2001-01,-0.3929855456717659
2001-02,-0.3274969476060357
2001-03,-0.2422067738882143
2001-04,-0.204771262078448
2001-05,-0.29546684120037
2001-06,-0.1995770287711818
2001-07,0.013603723512216
2001-08,-0.1403291371289172
2001-09,-0.1362749889773558
2001-10,-0.2492794724940214
2001-11,-0.2084755482216312
2001-12,-0.0736606674476196
2002-01,-0.3667994373334705
2002-02,-0.3326361053702423
2002-03,-0.2988201182265281
2002-04,-0.371469896839382
2002-05,-0.0137178813510191
2002-06,-0.3637714724941481
2002-07,-0.3147782967927384
2002-08,-0.2449738365144371
2002-09,-0.3032976378054353
2002-11,-0.3584565670229889
2002-12,-0.2874134000828516
2003-01,-0.3999672117614448
2003-02,-0.1229257374969915
2003-03,-0.4460122463006956
2003-04,-0.4413250442651565
2003-05,-0.0968504677156227
2003-07,-0.230450123883438
2003-08,-0.1933783073709044
2003-09,-0.1604949483333865
2003-10,-0.1295230007164233
2003-11,-0.2304956248552253
2003-12,-0.0197746950335401
2004-01,-0.4046335826512285
2004-02,-0.2997222992371233
2004-03,-0.3147145972883428
2004-04,-0.289219456198717
2004-05,-0.1829781178981429
2004-06,-0.3419812322026249
2004-07,0.1296645177493335
2004-08,-0.0612054690088509
2004-09,-0.1208464334507676
2004-10,-0.2447520326618191
2004-11,-0.1053070537931174
2004-12,-0.4185318792436702
2005-01,-0.34985905763044
2005-02,-0.3086526470576078
2005-03,-0.3569197499480959
2005-04,-0.4187241586690765
2005-05,-0.2707667116390896
2005-06,-0.1518870691699255
2005-07,-0.2398330147225462
2005-08,-0.1643811126938261
2005-09,-0.2229805825541909
2005-10,-0.214119450435241
2005-11,-0.3006153323241921
2005-12,-0.2163195105734773
2006-01,-0.2778600276952412
2006-02,-0.3570629576159073
2006-03,-0.2646500048442721
2006-04,-0.2356228335749892
2006-05,-0.236743317184409
2006-06,-0.1740722357393032
2006-07,-0.2901323384160576
2006-08,-0.3006299875093431
2006-09,-0.353808100548328
2006-10,-0.3248547212388423
2006-11,-0.3711776795898562
2006-12,-0.4297086248857253
2007-01,-0.3726374212011675
2007-02,-0.4119900002730645
2007-03,-0.374553459724747
2007-04,-0.4507179481093189
2007-05,-0.0922743295195055
2007-06,-0.2647297005818176
2007-07,-0.1153699244016464
2007-08,-0.1561737262580576
2007-09,-0.1606696953489116
2007-10,-0.1245281886362444
2007-11,-0.4170730624260238
2007-12,-0.4280161647196257
2008-01,-0.4261329530990563
2008-02,-0.4318489460375689
2008-03,-0.4011530984099
2008-04,-0.2508842490161433
2008-05,0.1688227809712777
2008-06,-0.3085089875713463
2008-07,-0.1788295507245423
2008-08,0.030092620413161
2008-09,-0.2529667282320867
2008-10,-0.1914345605781257
2008-11,-0.323816404999795
2008-12,-0.3052460584497429
2009-01,-0.4306957378227772
2009-02,-0.3899170116017934
2009-03,-0.4249238382577177
2009-04,-0.4302232737933245
2009-05,-0.2553720686057931
2009-06,-0.063917314863153
2009-07,-0.0342654434615138
2009-08,-0.2148642214308616
2009-09,-0.0829170753501295
2009-10,-0.3394122697336569
2009-11,-0.2972098097204075
2009-12,-0.3950859968864472
2010-01,-0.4235634429596162
2010-02,-0.4124900520352969
2010-03,-0.3769610340529949
2010-04,-0.0873532793737605
2010-05,-0.3866029820520407
2010-06,-0.1328890399084688
2010-07,-0.1224810755167752
2010-08,-0.017192104415497
2010-09,-0.0327349970377169
2010-10,-0.0052466306077333
2010-11,-0.2730596626612294
2010-12,-0.3759615377659867
2011-01,-0.2708528736233093
2011-02,-0.2685838709068703
2011-03,-0.4272234585988684
2011-04,-0.2773916826587171
2011-05,-0.232395441929509
2011-06,-0.140916053178992
2011-07,-0.3352274657852195
2011-08,0.0202663403154845
2011-09,-0.0356483104550246
2011-10,-0.0643236258926831
2011-11,-0.372021378213818
2011-12,-0.2552094980407597
2012-01,-0.2181930627106646
2012-02,-0.2464052289044845
2012-03,-0.2799314544439629
2012-04,-0.2343487210465634
2012-05,-0.3050774886073786
2012-06,-0.2106468222991619
2012-07,-0.1233702114732069
2012-08,-0.1546777961300412
2012-09,-0.2344430850791022
2012-10,-0.2593800977243388
2012-11,-0.4073755787093721
2012-12,-0.4009631530065008
2013-01,-0.3928254929461703
2013-02,-0.3249434752178882
2013-03,-0.3963584923957886
2013-04,-0.2263553725506175
2013-05,-0.1849992472576699
2013-06,-0.2213748331188861
2013-07,0.0356387239731081
2013-08,-0.1076189428072418
2013-09,-0.1964925561079565
2013-10,-0.2444936849954886
2013-11,-0.2478914137149755
2013-12,-0.3358845711991873
2014-01,-0.41641451866138
2014-02,-0.3069956246783082
2014-03,-0.1853579204963146
2014-04,-0.3938206941621807
2014-05,-0.2028044691622108
2014-06,-0.1460103283088236
2014-07,0.0039549221645807
2014-08,-0.2589916060181641
2014-09,-0.301638043100659
2014-10,-0.2779586885861493
2014-11,-0.2757589711253891
2014-12,-0.3250585863020395
2015-01,-0.237393115065612
2015-02,-0.248387466324884
2015-03,-0.313247281530082
2015-04,-0.19806373092925
2015-05,-0.1737569468950929
2015-06,-0.3287382402823624
2015-07,-0.1066393791895682
2015-08,-0.0819014714249075
2015-09,-0.2857899215259512
2015-10,-0.2979207119320651
2015-11,-0.197443947712515
2015-12,-0.2911442578358531
2016-01,-0.3869044783388614
2016-02,-0.3057094042263691
2016-03,-0.4166207135765442
2016-04,0.0243325002610711
2016-05,-0.2808282980841026
2016-06,-0.0813568790550925
2016-07,-0.0316645841013535
2016-08,-0.2082539068948579
2016-09,-0.0034137497632713
2016-10,-0.2571970684671472
2016-11,0.0151062864794709
2016-12,-0.1552269885479725
2017-01,-0.0762771804933831
2017-02,0.0116082686694507
2017-03,-0.2270026490221679
2017-04,-0.2372286402358008
2017-05,-0.3913950574176605
2017-06,-0.2156549825431946
2017-07,-0.2209667344191081
2017-08,-0.2251162727960987
2017-09,-0.1620863007233207
2017-10,-0.3522496794574069
2017-11,-0.1805119174620803
2017-12,-0.4127028811971667
2018-01,-0.2863197576918967
2018-02,-0.4142489966098334
2018-03,-0.2548601323962388
2018-04,-0.387121007054686
2018-05,-0.2441883116979958
2018-06,-0.1060030069937958
2018-07,-0.3411436203065499
2018-08,-0.1345156936649841
2018-09,-0.3878509071477845
2018-10,-0.1063856150423647
2018-11,-0.2343381922308288
2018-12,-0.18012088174662
2019-01,-0.4058940669653366
2019-02,-0.3691255356538298
2019-03,-0.3225433852872995
2019-04,-0.3054134158193739
2019-05,-0.3128931354745118
2019-06,-0.3303312862291777
2019-07,-0.1700211483395677
2019-08,-0.2246345849541747
2019-09,-0.178117201462286
2019-10,-0.3987452481810618
2019-11,-0.0185498957178814
2019-12,-0.3817382450179559
2020-01,-0.3899630347325082
2020-02,-0.2108360402053442
2020-03,-0.3344803888186378
2020-04,-0.0972930031436275
2020-05,-0.0937735354488301
2020-06,-0.1720488967290114
2020-07,-0.0027299347715237
2020-08,-0.2005099571235906
2020-09,0.002459344512091
2020-10,0.003224411273372
2020-11,-0.3460692309589983
2020-12,-0.2654586397524986
2021-01,-0.4308120025770162
2021-02,-0.1690909889945537
2021-03,-0.30467745272135993
2021-04,-0.2921437144478521
2021-05,-0.2187661846645564
